age;time_to_maturity;balance;LTV;interest_rate;SingleFamily;balance_orig;FICO_orig;LTV_orig;Interest_Rate_orig;Default
4;114;368785.79;79.08112936;5.125;1;380000;801;80;5.125;0
17;101;309177.41;117.4284328;6.375;1;310400;730;80;6.375;1
7;154;195185.88;88.8306635;8.365;0;196000;622;80;8.365;1
18;102;94726.82;109.1616564;8.125;0;98000;641;80;8.125;1
18;102;149110.51;102.2212743;6.75;1;157100;664;75;6.75;0
23;98;127756.89;103.4011754;6.75;1;136800;672;80;6.75;0
17;101;195437.67;109.3649136;6.5;1;195450;737;79.8;6.5;1
7;153;384839.1;67.47599053;7.11;1;388000;738;80;1.1;0
7;113;426899.04;120.7060508;7.3;1;430000;651;100;0;0
28;92;188000;109.1078394;3;1;188000;635;80;5.875;0
8;113;106863.06;129.6867113;9.65;1;107000;664;100;9.65;0
3;117;208434.96;92.60152932;7.2;1;209440;604;85;7.2;0
5;116;468000;70.18049373;5.125;0;468000;776;72;5.125;0
21;99;106151.64;63.81901889;11.625;1;109155;630;95;NA;0
20;100;77795.6;114.0576009;9.74;1;77600;608;80;0;1
33;87;311400.3;64.11095886;5.375;1;359600;683;61.5;5.375;0
3;115;163186.47;81.607979;6.75;0;164792;716;80;6.75;0
37;84;179982.05;90.13128251;7;0;191250;692;90;5.65;1
7;110;63820.62;96.99366068;7.75;1;64000;623;80;0;1
8;112;545630.04;95.91769102;6.375;1;557650;768;67.6;6.375;0
9;111;100449.98;69.71182661;6.375;1;100450;701;80;6.375;0
28;92;499623.94;88.06094385;7;1;545000;711;76.8;7;0
21;140;196176.04;122.1605963;5.125;0;186824;546;80;5.125;0
9;111;134199.99;117.4491595;8.5;0;134200;628;80;8.5;0
13;107;458591.53;52.8664865;5.25;1;480000;729;79;5.25;0
24;96;112700;97.51237067;4.125;0;112700;680;70;6.25;0
6;114;612425.87;97.98345129;7.125;0;616000;701;80;7.125;0
4;116;125975.7;98.20609201;7.84;1;128000;623;100;7.84;0
2;118;142180.75;97.13020083;7.5;1;142500;720;95;7.5;0
6;114;478858.85;94.81443213;8.75;1;480000;575;75;0;1
4;117;58613.36;71.59998863;8.35;1;58650;556;85;8.35;1
24;76;186080.62;45.26396761;6.25;0;186100;618;95;7.5;1
42;18;49958.25;19.14545095;5.5;0;123000;716;56.7;5.5;0
36;84;120906.87;70.25275059;5.95;0;140000;599;80;5.95;0
18;103;229912.41;110.9723825;5.875;1;230000;642;80;5.875;1
28;93;97410.66;87.80321792;2;1;137000;634;94.5;7.875;0
22;99;226126.97;129.0917009;7.825;1;238500;703;90;7.825;0
12;108;130616.71;58.27617362;5.25;1;136000;677;73.5;0;0
4;117;167796.59;88.55164639;8.625;0;168000;657;80;8.625;1
17;103;48689.13;136.8678662;10.625;1;50000;626;100;10.625;0
5;115;168000;89.7393731;8.125;0;168000;678;80;8.125;1
8;113;165662.86;58.50583972;8.15;1;168000;569;80;0;0
4;116;118056.88;59.90379475;6.75;0;119000;703;70;6.75;0
28;93;178293.74;113.6287661;7.625;0;192600;647;90;7.625;0
3;117;399888.85;83.60953448;8.105;1;4.00E+05;601;80;8.105;1
27;93;363042.69;101.4104589;6.16;1;4.00E+05;678;79.2;6.16;0
2;118;181441.88;81.3768739;7.375;1;181500;681;80;7.375;0
12;108;518337.28;85.35268359;5.25;0;520000;737;80;5.25;0
19;99;650000;111.7129746;3;1;650000;772;74.5;5;0
20;100;72861.87;110.9467795;8.875;1;76000;633;80;8.875;1
12;109;119954.84;109.7399128;7.25;1;121500;604;78.4;7.25;0
1;118;177196.79;55.7825194;5.375;1;178000;624;56.5;5.375;0
4;156;192655.13;96.15111202;8.427;0;187000;684;88.2;1.9;0
7;113;1.00E+06;82.09616415;6.375;1;1.00E+06;733;78.7;6.375;0
15;105;217198.41;83.85141294;5.825;1;2.00E+05;600;53.3;0;0
10;110;134838.44;107.4769493;7.875;0;135000;706;74.2;7.875;1
8;112;188000;96.17451107;8.625;1;188000;520;80;8.625;1
11;109;123577.45;53.50083529;9.125;1;127200;667;80;0;0
33;87;185853.08;90.56571374;6.75;0;200800;741;80;6.75;0
16;105;74909.85;46.89342548;6.125;0;76900;680;69.9;6.125;1
3;117;56381.57;82.81784732;11.4;1;56400;580;80;0;1
11;108;120859.48;77.44173418;5.625;1;121000;667;78.1;5.625;0
6;114;468321.31;73.92706592;5.8;1;-9999999;697;80;5.8;0
19;101;372113.53;82.37307415;5.375;1;4.00E+05;767;70.3;5.375;0
4;116;99486.43;87.54213889;9.5;1;1.00E+05;536;79.4;0;0
26;94;180835.95;95.35779621;6.5;0;181077;746;79.1;6.5;1
12;108;356000;112.4886191;6.1;1;356000;688;80;6.1;1
7;114;79654.92;79.63435682;7.75;0;80640;633;90;7.75;0
31;89;222407.85;99.07140963;2;1;224000;668;80;2;0
20;100;174973.47;98.4973169;2;1;161250;722;75;1;0
11;105;248819.88;103.5562501;8.5;0;259672;658;90;0;1
8;111;122675.27;95.96228564;7.875;0;124500;643;75;7.875;1
17;103;398210.22;117.3086616;2.786;0;380000;682;77.6;1;0
33;87;117147.03;64.96238458;6.2;0;134050;731;78.9;6.2;0
33;88;155200;95.96589395;5.375;1;155200;650;80;7.5;0
6;114;249713.48;89.9664453;8.6;0;250400;620;80;8.6;1
25;95;150401.63;92.56446738;6.125;1;164000;733;75.2;6.125;0
24;96;51277.08;104.4565531;3.5;1;56250;735;75;1;1
10;111;622383.48;97.78129519;10.75;1;625956;619;80;8.6;1
4;112;143275.12;81.00906829;9.49;1;144900;557;89.2;9.49;1
24;97;331912.35;117.2404472;5.125;1;357000;682;85;5.125;0
18;103;206103;147.2372496;3.04;1;203000;748;100;3.04;0
7;113;166386.05;41.38849128;5.625;0;170000;688;56.7;NA;0
24;97;158375.05;108.1544779;6.875;1;170000;718;100;6.875;0
34;86;97127.93;106.1803281;6.75;1;103500;680;100;0;0
10;110;173073.43;109.8289572;8.625;1;176000;602;80;7.7;1
2;118;127767.94;74.92440661;6.5;0;128000;711;80;6.5;0
23;97;91350.92;95.39799597;6.875;1;97800;644;80;6.875;0
8;112;44492.39;63.77966852;9.25;1;45000;675;90;9.25;1
6;115;608000;89.74006018;6.625;0;608000;709;74.2;6.625;0
18;100;545045.4;128.2814615;6.125;0;554550;729;90;6.125;1
31;90;339910.4;67.43699805;5.375;0;386500;749;77.3;5.375;0
15;105;58195.18;119.9779928;7.73;1;60300;679;90;7.73;0
25;95;526559.33;117.2180441;2.375;1;496000;666;80;7;0
22;98;155667.66;134.4201928;3.875;0;142400;675;80;0;1
4;116;319999.97;68.73503138;4.625;1;320000;692;80;4.625;0
8;113;85884.65;84.97053537;8.3;1;87000;660;100;8.3;0
4;97;416328;68.89379988;4.75;0;416328;765;79.9;3.75;0
22;99;372661.63;126.2261301;4.625;1;324800;729;79.6;0;1
41;79;73218.87;67.12366786;5.875;1;88000;762;80;5.875;0
8;112;317890.05;137.798664;8.625;0;310650;741;95;8.625;1
20;97;207380.33;82.95905941;5.75;0;225000;692;61.6;5.75;0
10;110;178244.24;127.966299;8.2;1;181800;680;90;8.2;1
10;107;287775.92;108.5830077;7.85;0;296000;620;80;7.85;1
38;82;343945.31;58.91695933;5.75;0;405000;759;73.5;5.75;0
0;117;57926.68;67.35660465;7.75;0;60200;651;70;7.75;0
15;102;596575.57;71.55735794;4.25;0;650000;681;75.3;4.25;0
21;99;123858.27;71.75822234;6.25;0;132700;717;80;6.25;0
5;115;416138.75;94.71114039;6.54;0;420000;671;80;6.54;0
12;26;15050.53;33.09020113;14.7;0;21500;489;53.8;14.7;0
16;104;34900.49;101.9940529;8.75;1;36000;583;80;7.525;0
5;115;303200;95.58994197;6.875;1;303200;711;80;6.875;0
13;108;454819.92;116.5945383;7.375;0;425100;682;79.9;0;1
11;109;133286.34;139.2386074;9.375;1;135850;595;95;8.5;1
9;111;274602.08;121.0340125;8.325;1;276250;662;85;0;1
11;110;6.00E+05;77.91784901;6.75;0;6.00E+05;681;56.1;6.75;0
27;93;479758.22;112.294925;6.375;0;480000;715;80;6.375;0
28;93;161000;95.46935951;3;1;161000;734;70;5.75;0
24;96;175102.01;60.23765199;7.75;1;186500;660;67.1;7.75;0
21;99;228770.2;85.82716735;6.5;1;252000;694;80;6.5;1
8;113;626299.64;68.77309775;4.5;0;626300;723;79.9;4.5;0
9;52;47789.21;69.52978307;9;1;51000;638;100;9;0
14;105;99126.38;111.5953091;8.8;0;102400;723;80;8.8;0
9;111;369357.86;78.39158437;8;1;376200;752;95;0;0
6;114;144090.82;93.63724029;6.25;1;146250;672;75;6.25;0
12;108;185742.99;119.2867878;7.775;1;184000;656;80;7.775;1
25;35;60808.52;51.39184719;5.9;1;87500;617;58.3;5.9;0
11;109;107704.81;97.96279964;11.5;1;107800;535;70;11.5;1
11;107;207462.4;110.682864;6.5;0;210037;691;80;6.5;0
38;82;124007.57;57.54971925;7.75;0;139826;559;100;7.75;0
8;112;155550;109.7612438;7.625;0;155550;707;80;7.625;1
4;111;173145.97;80.10038914;6.125;1;178000;652;79.1;6.125;0
16;104;269525.41;44.19449064;5.99;0;285000;663;51.8;5.99;0
33;87;32675.17;111.5853066;9.75;1;35000;673;100;9.75;0
4;117;211028.29;94.3440377;8.25;1;211200;678;80;8.25;1
28;92;953818.53;59.79146365;3.125;1;1.00E+06;751;54.1;4.125;0
13;108;120391.2;109.9075348;7.125;1;124720;677;80;7.125;0
7;114;280640.15;93.31870561;9.99;1;281250;513;75;9.99;1
2;99;269200;73.31992722;4.625;0;269200;810;80;0;0
31;90;56720.49;102.1142482;7.5;1;64800;628;90;7.5;0
6;108;406265.96;61.36833746;6.65;1;420000;658;75;6.65;0
11;110;480000;96.06470197;5.5;0;480000;642;80;5.5;1
7;113;335200;83.45226343;6.39;1;335200;642;80;6.39;0
19;101;351879.73;92.38169877;7.875;0;367500;657;70;7.875;0
37;84;262160.03;70.45172625;2;1;334000;678;77.7;1;0
43;77;396674.83;46.14640647;2.875;1;515000;712;72;4.5;0
23;97;68016.75;108.5428157;7.9;1;72000;630;90;7.9;0
12;108;317260.13;78.15705385;10.625;0;325000;547;69.2;6.99;1
5;115;134797.08;84.34671742;7.25;1;136000;612;80;7.25;0
9;112;142517.34;51.20193005;6.21;0;276000;814;80;6.21;0
0;118;552000;80;9.375;0;552000;789;80;0;1
3;117;42518.57;78.53118307;6.875;0;42700;729;80;6.875;0
32;129;844780.73;75.23470286;2.75;0;920000;701;70.8;0;0
31;89;109318.63;114.2750347;8.35;1;117800;629;95;8.35;0
27;93;324795.63;86.51228433;3;0;325000;765;65;5.375;0
34;126;176217.35;53.69380086;2;0;230000;551;59;2;0
3;118;427056.04;97.78302938;8.2;0;427405;624;95;0;1
5;113;178213.88;101.7427098;8.65;1;180000;511;78.3;0;1
5;95;317213.86;60.45661945;3.375;1;319000;688;75.1;0;0
8;112;115845.83;122.2632922;9;1;117000;745;90;9;1
8;113;256685.27;121.4400625;7.25;1;261000;759;90;7.25;0
30;89;131539.77;106.7796629;3;0;132581;654;80;5.5;0
14;146;436899.43;113.7300763;6.529;1;396000;800;80;1.1;1
6;115;126319.08;58.87285265;7.9;1;127500;608;75;0;0
6;114;122400;67.6724557;5.375;1;122400;694;80;5.375;0
34;83;196426.3;67.31381751;3.25;0;220000;689;65;6.5;0
22;98;317892.1;41.95781648;6.625;0;340450;776;79;6.625;0
8;110;103387.47;99.51402705;6.5;1;103400;684;90;0;0
12;108;164730.95;110.1561955;10.625;1;168300;594;90;7.8;1
15;105;154284.42;70.22847231;6;0;162000;721;60;6;0
14;107;90614.41;113.5444966;8.74;0;92000;516;80;0;1
15;103;439936.98;110.4885206;6.875;1;440000;712;80;6.875;0
12;106;194400;118.0515161;5.75;0;194400;757;80;5.75;0
5;115;237536;85.0994218;8.5;0;237536;637;80;8.5;1
11;106;101162.35;109.9959907;7;1;101250;661;75;7;0
12;108;157749.28;69.16186789;5.881;1;164000;772;57.5;5.881;0
14;106;389784.12;65.43416903;5.99;1;410000;643;87.2;5.99;0
7;113;89627.87;98.41642919;10.1;1;90250;614;95;10.1;1
5;116;147935.21;70.39561334;6.5;1;148000;672;80;0;0
4;116;555200;77.03953798;5.75;0;555200;680;80;5.75;0
10;110;1064391.89;100.1210661;5.625;1;1.00E+06;533;63.3;1;1
10;111;649793.65;64.03252141;7.625;1;650000;691;68.4;4;0
19;101;444802.98;76.79343833;5.25;0;580000;801;74.4;5.25;0
10;110;380646.34;115.191508;10.125;0;383374;676;80;7.99;1
29;92;400802.02;66.54842768;5.75;1;448000;780;80;5.75;0
36;85;190217.17;89.68726538;2.75;0;225000;708;90;8.375;0
34;87;160347.04;84.82225878;6.25;0;179731;721;95;6.25;1
6;114;128938.33;90.78023586;7.5;1;130500;643;90;7.5;0
16;101;492000;106.7682861;7.4;1;492000;605;78.1;0;1
10;108;309214.36;107.9217063;6.5;1;320000;665;80;6.5;0
2;119;1850000;66.39881768;6.75;0;1850000;677;64.9;6.75;0
37;84;453422.7;65.13334622;2;0;540000;720;80;4.5;0
40;80;212965.73;58.81597396;6.875;0;228000;706;60;6.875;1
3;117;440672.71;83.27682721;7.5;1;441000;674;90;0;1
30;90;228328.53;66.56703321;2.925;1;380000;666;95;2.925;0
37;81;126580.11;91.38945658;2.625;1;128000;692;80;5.375;0
4;117;101600;83.28288172;6.875;0;101600;757;80;6.875;0
11;109;503517.48;111.0064199;6;1;504000;749;80;0;0
6;114;334400;75.13287468;6.6;1;-9999999;651;80;7;0
25;93;45567.33;108.5831474;10.875;1;47900;635;82.7;10.875;0
35;86;231649.08;97.18848916;2;0;276000;660;100;7.65;0
29;88;73351.1;119.9692453;8.799;0;79000;659;100;8.799;1
6;112;183479.95;68.9743685;4.875;0;183750;752;70;4.875;0
28;92;1243622.11;92.86308162;5.25;1;1400000;614;80;0;0
12;108;155477.04;107.2369691;7.5;1;157250;652;73.5;7.5;1
5;112;120765.15;86.32618958;8.35;0;122400;525;85;8.35;1
14;107;163153.57;74.54745812;6.875;1;165000;666;54.6;6.875;1
21;96;237826.51;122.5927336;6.75;1;256025;750;95;6.75;0
16;104;495834;112.7274515;3.5;1;460000;723;74.8;1;1
36;24;54311.41;47.11937687;5.75;1;102880;640;80;5.75;0
14;146;508445.8;138.9249027;4.861;1;458850;748;90;1.725;1
7;113;464000;83.45226343;6.7;1;464000;646;80;6.7;1
17;96;225872.48;75.96274015;2.648;0;260000;765;80;0;0
10;110;181999.97;116.467851;10.9;1;182000;618;100;7.9;1
5;115;81938.49;69.35527289;6;0;83100;654;79.9;6;0
5;116;359847.46;63.16776011;5.75;0;366000;653;79.6;5.75;0
41;79;129919.03;74.22391096;7.75;1;149150;602;95;7.75;0
20;100;129766.37;124.4721479;7.75;1;131750;529;85;7.75;1
6;114;234691.48;90.10921806;10.05;1;236250;536;75;10.05;1
10;108;482815.05;121.456403;5.08;1;495000;672;90;5.08;0
9;111;7.00E+05;99.15798804;7.875;0;7.00E+05;647;80;7.875;0
11;107;224800;117.4307141;6.5;0;224800;713;80;6.5;1
6;114;115920.01;75.13288116;6.125;0;115920;640;80;6.125;0
5;115;68455.73;73.20556333;6;1;76000;652;95;6;0
14;106;474118.56;109.0792365;6;0;497512;737;80;6;0
20;101;132334.98;132.0214949;8.125;1;116000;671;80;0;0
8;110;271618.62;111.910273;8.3;1;277000;663;78.7;8.3;0
9;108;93610.78;84.26773966;11.2;0;96000;584;80;7.2;0
7;113;377222.34;84.04923261;9.55;0;380000;624;67.9;9.55;1
5;116;693359.38;53.03253023;6.375;1;7.00E+05;727;53;6.375;0
7;114;249504.32;73.07959574;5.875;0;253800;668;90;5.875;0
29;91;34133.2;72.56314419;6.99;0;40800;655;80;6.99;0
9;112;221150;86.41849803;6.25;0;221150;680;80;6.25;0
26;94;893571.44;71.95002541;7.125;1;925000;704;61.7;7.125;1
13;107;999907.33;75.82598022;6.25;1;999999;737;55.6;6.25;1
5;95;195673.56;42.43122657;4.75;0;195750;670;52.8;0;0
13;108;187272.53;133.3062478;5.625;1;180000;669;90;5.625;0
29;92;231833.6;84.87343618;7.435;1;252000;719;80;7.435;0
27;93;64000;98.85647608;6.75;1;64000;773;80;6.75;0
15;105;103250;97.83775272;4.25;1;103250;762;70;5.75;0
0;119;198574.65;74.93383019;6.625;0;198750;624;75;6.625;0
11;109;78176.15;62.07985251;10.5;1;79050;459;85;10.5;1
9;111;311647.47;118.5741483;5.875;1;292000;784;80;1;0
15;106;188686.02;112.4838002;7.75;1;194400;637;80;7.75;1
27;93;395636.96;108.3104462;3.75;0;408000;601;80;3.75;1
33;87;301794.28;67.51913134;6;1;344000;682;80;6;0
0;118;238244.71;89.90366415;8.27;1;238500;647;90;0;0
9;112;266450.13;77.2829688;7.4;1;270800;664;80;7.4;1
8;112;109886.91;71.45625348;6.75;0;110000;627;59.5;6.75;0
14;106;699703.56;126.2504133;4.625;1;641600;762;80;1;1
19;101;765000;81.652975;6.5;0;765000;775;55.6;6.5;1
1;117;194526.74;73.69473863;6.65;1;195750;602;75;0;0
6;114;409242.98;61.03213677;6.2;1;415000;676;65.9;6.2;0
4;114;334320;88.65899238;6.75;0;334320;757;80;6.75;1
4;116;293448.56;113.9841774;9.44;1;294500;620;95;9.44;1
7;114;55356.46;89.03816322;8.25;1;55800;662;90;8.25;1
7;113;315466.29;99.09824302;6.625;0;317561;739;80;6.625;1
15;105;251722.08;64.42397164;10.875;1;252000;652;90;0;1
5;115;1400000;64.94980009;6.625;1;1400000;691;70;6.625;0
4;116;73882.55;82.7926759;8.6;1;74320;599;80;8.6;0
4;116;175750;79.2504876;7.75;1;175750;631;95;7.75;1
5;109;109688.83;82.45985876;8.25;1;113200;651;80;4.875;0
4;117;58620.89;64.02232422;6.75;1;59000;605;74.7;6.75;0
7;113;123991.99;102.6316618;8.375;0;123992;712;80;8.375;1
8;110;157303.18;86.97650041;6;1;160000;785;80;0;0
3;117;497302.18;66.39219937;5.625;1;5.00E+05;735;76.9;5.625;0
10;110;138821.43;115.0402825;10.125;1;140000;727;80;7.55;1
12;108;207270;117.6372007;8.5;1;208000;695;80;6.999;0
6;154;631965.26;117.1143471;9.623;1;587365;678;90;1.625;1
14;104;115377.56;113.7943959;8.9;1;119000;557;85;8.9;0
31;89;136213.35;87.48515297;7.59;1;155920;586;80;7.59;0
7;113;93688.95;70.23526979;9.4;1;94500;572;89.6;0;1
14;106;150996.8;91.96842605;5.5;0;160000;722;68.1;5.5;0
15;105;112155.45;84.14005486;11.75;1;114000;542;82.6;8.75;0
7;114;202095.09;88.36823384;8.25;1;204000;533;80;8.25;1
36;84;230629.98;89.45863201;2.875;0;243900;659;80;5.625;0
10;110;210400;118.8803803;7.5;1;210400;621;80;7.5;1
13;108;324000;80.24060707;5.875;0;324000;691;60;5.875;0
13;107;43557.66;142.8182783;9.625;1;44500;644;100;8.875;0
31;89;80292.12;60.93322808;10;1;85000;594;75.9;0;0
3;117;1376925.23;72.00103577;7.875;1;1379000;656;70;7.875;0
10;110;478608.7;116.4220092;7.375;1;452000;629;80;7.375;1
5;116;79317.95;45.51335918;6.4;0;80000;621;57.1;6.4;1
22;98;487610.8;104.6038025;5.5;0;535000;738;79.9;5.5;0
12;108;100118.96;53.28147766;6.5;1;103375;613;79.5;6.5;0
17;84;81371.03;106.2591493;7.5;1;91278;576;85.8;7.5;0
3;117;253443.34;82.79374181;7.75;0;253600;642;80;8;1
5;116;594307.96;68.93542085;6.375;0;6.00E+05;735;71.4;6.375;0
23;98;84573.67;110.9736424;6.375;0;91200;681;80;6.375;1
5;113;204000;82.34807011;6.99;0;204000;758;80;6.99;0
8;113;123366.94;88.94056808;7.25;0;125000;625;69.4;7.25;1
25;95;88088.79;98.54457812;2.25;0;91986;558;80;2.25;0
10;111;260498.32;93.35287544;7.613;0;260000;725;80;1;1
35;85;58720.89;89.42158966;8.375;1;60000;622;100;8.375;1
6;115;423101.69;79.48953732;7.463;1;412000;695;64;1;0
12;105;280008.5;107.4891885;2;0;267000;650;79.7;7.25;0
6;154;368315.84;106.4973255;7.1;1;370500;688;95;7.1;0
11;49;25476.4;63.6786914;5.625;0;28800;760;80;5.625;0
34;86;103529.98;83.14751274;7;1;103530;718;70;7;0
22;98;469211.91;109.9143908;3.375;0;472000;759;80;0;0
12;108;151875.57;103.6902005;4.873;1;150000;703;69.4;1.825;0
4;115;86860.08;79.02279618;6.375;1;88000;641;78.6;6.375;0
9;112;652800;97.21142575;6.25;0;652800;772;70;6.25;0
10;111;147138.24;115.3414224;9.125;1;148000;665;80;8.53;1
5;116;84978.55;90.36324837;8.625;1;85500;587;90;8.625;0
7;114;148097.35;74.93850607;6.6;0;150320;553;80;6.6;0
20;98;100147.37;102.4276222;6.25;0;108000;700;74.5;6.25;0
33;88;86325.45;28.06566133;10.75;1;91200;570;80;10.75;1
30;50;65606.22;52.307477;6.375;1;85000;678;53.1;6.375;0
11;69;269244.94;69.52939494;13.625;0;279000;667;60;10.38;0
3;117;134821.44;117.6870314;9.5;0;135000;664;100;9.5;0
16;104;97981.71;58.82490634;12;1;100500;569;82.4;0;1
26;95;128928.87;127.2239042;8;1;135000;573;90;8;1
7;113;716000;89.20117606;6.375;0;716000;750;80;6.375;0
24;96;786728.48;64.37803261;5.5;1;859000;650;57.3;5.5;1
7;114;176076.11;74.44739579;8.875;1;177650;590;95;8.875;0
33;48;18779.36;93.92663732;4.875;0;18850;659;80;6.125;0
19;102;406384.02;111.8117547;7.5;0;436000;740;80;7.5;0
2;117;294849.98;84.44304432;6.125;0;294850;673;90;6.125;0
9;51;102753.7;60.97819966;6.5;0;111745;680;50.8;6.5;0
8;113;192627.85;62.30811461;5.125;1;197200;757;85;5.125;0
24;96;82760.69;125.9083929;8.175;1;81600;538;85;8.175;0
12;108;118103.11;89.89751666;10.2;1;121600;597;80;6.2;0
19;101;426877.87;32.6885472;6.3;1;454000;798;61.4;6.3;0
42;38;25494.38;34.89401183;9.25;0;37781.21;641;86;9.25;0
8;112;374400;103.882319;8.325;1;374400;648;80;0;1
39;82;408836.56;82.52547021;6.99;1;465500;617;95;6.99;0
3;118;359388.33;63.47845345;10.25;0;360000;522;63.2;0;0
42;78;46892.63;29.2493147;7;0;54750;560;100.5;7;0
13;108;463048.09;99.33871556;5.875;1;480000;705;77;5.875;1
31;89;79497.54;67.68460568;7.29;1;87000;584;79.8;7.29;1
8;112;1865000;96.87026248;6.5;1;1865000;721;74.6;6.5;0
4;116;107518.25;81.12238539;6.625;1;108000;488;80;6.625;1
11;110;180723.72;80.58222337;8.29;1;186000;549;59.6;8.29;0
10;111;521504.32;90.6544738;5.875;1;536000;713;80;5.875;0
22;98;106300.96;112.6978033;9.175;1;108300;608;74.7;9.175;1
2;115;133681.83;74.44989297;6;0;135200;691;80;6;0
12;109;338130.94;111.8702427;6.825;1;340000;626;80;6.825;1
4;114;119200;88.65899238;7.625;1;119200;732;80;7.625;1
27;94;450796.74;70.54860275;6.25;1;494400;671;80;6.25;0
23;92;174937.32;83.17160731;5.75;0;195000;759;60;5.75;1
15;104;175116.05;113.0309128;5.75;1;175200;715;80;5.75;1
29;91;75153.71;65.1469909;7.125;0;85000;617;58.6;7.125;0
27;93;71870.04;85.46205472;6.5;1;79000;700;79;6.5;0
26;94;112524.77;72.39214136;5.875;1;124000;745;80;5.875;0
15;105;92476.45;109.1778824;8.125;1;93600;610;80;8.125;1
8;113;579335.05;89.02019712;6.625;1;6.00E+05;763;71;6.625;0
17;100;299075.51;97.50786624;6.5;1;316400;724;70;6.5;1
11;109;112148.1;78.12782617;11.625;1;114000;504;80;8.875;1
3;117;209028.68;90.25662865;9.65;0;209709;614;90;9.65;0
5;115;257932.71;84.42278648;7.525;1;260000;697;80;5;1
7;111;119431;102.63167;7.25;0;119431;733;80;7.25;0
29;92;102132.29;103.3378863;6.375;1;103900;709;80;6.375;0
28;108;172473.32;106.3111382;4.5;0;169600;616;80;4.5;1
9;111;72996.72;116.2066577;10.125;1;73800;661;90;10.125;1
5;116;120027.75;67.92217618;8.05;0;120944;598;80;0;0
17;103;231020.22;98.91531528;5.99;0;250000;681;78.1;5.99;0
15;105;602776.01;115.6412671;5.3;1;576000;693;80;0;0
7;113;175219.14;38.48303418;6.625;0;181000;790;52.9;6.625;0
9;111;380000;111.0987723;7.69;1;380000;697;80;0;1
11;109;72580.43;117.7773206;11.625;1;74000;638;100;8;1
4;116;172806.95;76.53281085;5.9;1;174600;686;90;0;0
7;114;122692;82.57197665;8;1;124000;610;80;0;1
34;86;147526.6;87.61765873;7.125;0;165000;697;82.5;7.125;1
6;115;175029.71;94.40858007;8.99;1;175500;750;90;0;1
12;106;433129.16;109.9280686;8.125;1;441600;622;79.7;7;0
9;111;175946.65;86.39230242;6.75;0;176000;775;80;6.75;0
7;113;102612.59;71.52413855;9;0;-9999999;605;85;9;0
5;115;235998.62;80.81529654;5.75;1;236000;719;80;5.75;0
4;116;348558.74;105.3791491;9.999;0;350000;758;100;9.999;0
11;90;181543.92;80.87027335;7.375;1;181800;760;90;4.625;0
38;83;63467.62;74.95516534;7.9;1;71100;552;90;7.9;0
29;91;68752.31;95.45612353;10.5;1;72000;509;80;0;1
11;110;62819.17;106.2448036;8.375;1;63900;699;90;8.375;1
7;114;78071.79;79.81705726;6.4;0;79050;626;85;6.4;1
28;92;174501;105.3553808;5.5;1;184000;660;80;5.5;1
6;110;129958.41;64.40238373;10.5;1;131991;585;75;7.99;0
16;105;406121.72;115.7618679;6.875;0;4.00E+05;696;80;6.875;0
5;115;168367.25;102.9555984;8.85;1;169150;542;85;2;1
4;116;158048.06;81.1000183;8.75;1;158800;589;80;8.75;1
7;110;114122.6;58.45169654;9.25;1;119000;614;74.4;9.25;0
5;115;127677.14;88.74818502;7.25;0;128925;698;75;7.25;0
8;112;119429.52;59.76937774;4.75;0;119960;760;80;0;0
25;96;84862.6;97.60542013;8.25;1;90000;633;75;8.25;0
5;91;38858.31;80.72037915;12.49;1;40500;565;75;12.49;1
3;118;57084.93;73.18029547;9.45;1;57200;526;80;0;0
9;51;65706.63;52.59007629;9.24;1;69000;537;75;9.24;1
28;93;426977.77;61.25487299;6.625;1;487000;690;67.6;6.625;0
16;104;475112.78;118.2207139;4;1;468000;637;80;4;1
11;109;177590.95;111.1071352;6.75;0;177600;685;80;6.75;0
29;91;286289.32;67.14730194;2.875;1;330000;778;58.9;5.5;0
8;113;146324.14;56.23460783;6.15;1;149200;651;80;6.15;0
12;108;474999.8;90.27207883;5.875;0;475000;679;64.2;5.875;0
44;89;56174.89;38.74759197;7.75;1;54702;524;89.7;7.75;1
8;112;526000;84.37895614;6.375;1;526000;642;61.5;6.375;0
6;155;600941.26;65.21521126;7.132;1;598000;704;69.1;1.1;0
7;113;251273.69;101.8352377;8.363;1;240000;653;80;1.8;0
1;112;42718.03;74.02025136;9.25;1;43200;532;80;9.25;1
16;104;688000;72.17279175;4.125;1;688000;788;80;4.125;0
3;117;237545.11;76.15919157;8.438;1;238000;597;85;8.438;1
14;106;333576.57;91.77875623;6.625;0;346750;733;95;6.625;0
23;37;64466.53;74.04749516;5.5;1;89012;723;89;5.5;0
26;92;58385.43;104.5704479;8.75;0;62400;687;80;8.75;0
26;94;141984.62;134.1482064;9.75;1;149000;729;100;9.75;0
22;97;149037.52;122.5011393;6.5;1;149600;744;80;6.5;1
20;101;199807.67;78.05469612;5.25;1;202000;683;65.2;5.25;0
1;117;393833;76.65897372;5.75;1;396000;700;80;5.75;0
27;94;439990.5;72.37651959;5.875;1;488000;668;83;5.875;0
26;94;460678.95;99.98245474;3.5;0;511500;691;75;5.875;0
20;100;281250;106.6601512;5.875;1;281250;778;75;5.875;1
10;111;208115.02;125.2064409;8.125;1;197600;665;80;0;1
22;98;240244.73;121.1502874;9;0;240000;699;80;9;1
